,Submission ID,What is your age?,Gender,Where do you typically drink coffee?
3431,8dp9jk,25-34 years old,Female, At home
3432,24x2LA,25-34 years old,Male, At home
3433,24x2LA,25-34 years old,Male, On the go
3434,24x2LA,25-34 years old,Male, At a cafe
3435,GrBM1j,18-24 years old,Female, At home
3436,GrBM1j,18-24 years old,Female, At the office
3437,1r2L1g,25-34 years old,Non-binary, At home
3438,9dJelG,>65 years old,Male, At the office
3439,xdNG0E,35-44 years old,Male, At home
3440,xdNG0E,35-44 years old,Male, At a cafe
3441,24x2vA,35-44 years old,Male, At home
3442,24x2vA,35-44 years old,Male, At a cafe
3443,LdM8M2,55-64 years old,Female, At home
3444,LdM8M2,55-64 years old,Female, At the office
3445,jB9KW6,25-34 years old,Male, At home
3446,jB9KW6,25-34 years old,Male, At the office
3447,jB9KW6,25-34 years old,Male, At a cafe
3448,NABz8N,45-54 years old,Male, At home
3449,NABz8N,45-54 years old,Male, At the office
3450,bl4aL2,25-34 years old,Female, At home
3451,bl4aL2,25-34 years old,Female, At the office
3452,J2ky8z,45-54 years old,Male, At home
3453,ZdRxV0,18-24 years old,Male, At home
3454,PABo0Q,45-54 years old,Male, At home
3455,PABo0Q,45-54 years old,Male, At the office
3456,0Ej4lB,55-64 years old,Male, At home
3457,QABGxl,55-64 years old,Male, At home
3458,24x2DM,25-34 years old,Non-binary, At home
3459,24x2DM,25-34 years old,Non-binary, At the office
3460,MAd0qA,25-34 years old,Male, At home
3461,MAd0qA,25-34 years old,Male, At the office
3462,ZdRxgB,25-34 years old,Male, At home
3463,lNlp2B,25-34 years old,Female, At the office
3464,lNlp2B,25-34 years old,Female, On the go
3465,RzBOa9,>65 years old,Male, At the office
3466,GrBMjZ,45-54 years old,Female, At home
3467,YZz2Ad,35-44 years old,Female, At home
3468,dY274o,25-34 years old,Male, At home
3469,GrBMEp,25-34 years old,Male, At home
3470,GrBMEp,25-34 years old,Male, At the office
3471,NABz2Q,18-24 years old,Male, At home
3472,g5NB6d,25-34 years old,Male, At home
3473,g5NB6d,25-34 years old,Male, At the office
3474,aBrWJv,25-34 years old,Male, At home
3475,aBrWJv,25-34 years old,Male, At a cafe
3476,42NZA5,45-54 years old,Male, At home
3477,RzBOyJ,35-44 years old,Male, At home
3478,RzBOyJ,35-44 years old,Male, At the office
3479,lNlp8B,>65 years old,Male, At home
3480,EPbp2o,45-54 years old,Female, At home
3481,EPbp2o,45-54 years old,Female, On the go
3482,VZ1rGy,35-44 years old,Female, At home
3483,VZ1rGy,35-44 years old,Female, At a cafe
3484,kYRqad,45-54 years old,Male, At home
3485,kYRqad,45-54 years old,Male, At the office
3486,0Ej4X0,35-44 years old,Male, At home
3487,0Ej4X0,35-44 years old,Male, At the office
3488,eBxbko,35-44 years old,Male, At home
3489,eBxbko,35-44 years old,Male, At the office
3490,bl4P96,25-34 years old,Male, At home
3491,bl4P96,25-34 years old,Male, At a cafe
3492,MAd0WY,35-44 years old,Male, At home
3493,9dJe8G,25-34 years old,Male, At home
3494,vNxkjX,>65 years old,Male, None of these
3495,VZ1rXg,25-34 years old,Non-binary, At home
3496,VZ1rXg,25-34 years old,Non-binary, At the office
3497,VZ1rXg,25-34 years old,Non-binary, At a cafe
3498,zKQVV8,35-44 years old,Male, At home
3499,zKQVV8,35-44 years old,Male, At the office
3500,zKQVV8,35-44 years old,Male, On the go
3501,QABGgl,25-34 years old,Male, At home
3502,EPb9ll,18-24 years old,Female, At home
3503,24x26V,45-54 years old,Male, At home
3504,AlbZBe,25-34 years old,Male, At the office
3505,ylqLXd,45-54 years old,Female, At home
3506,qbEyyd,35-44 years old,Male, At home
3507,KMBbM8,35-44 years old,Female, At home
3508,9dJVXE,<18 years old,Male, At home
3509,9dJVXE,<18 years old,Male, On the go
3510,zKQl7M,>65 years old,Female, At home
3511,pLParP,25-34 years old,Male, At home
3512,pLParP,25-34 years old,Male, At the office
3513,VZ1g0g,18-24 years old,Female, At home
3514,GrBW9e,55-64 years old,Female, At home
3515,aBrWpq,25-34 years old,Male, At home
3516,5dqRxZ,25-34 years old,Male, At home
3517,jB9Ne1,25-34 years old,Male, At home
3518,KMBbo8,>65 years old,Female, At home
3519,DVvQKl,25-34 years old,Male, At home
3520,dY2rYo,25-34 years old,Male, At home
3521,dY2rYo,25-34 years old,Male, At a cafe
3522,24x2Jb,18-24 years old,Other (please specify), At home
3523,ylqL9x,>65 years old,Male, At home
3524,BGbNGQ,25-34 years old,Male, At home
3525,BGbNGQ,25-34 years old,Male, At the office
3526,BGbNGQ,25-34 years old,Male, At a cafe
3527,g5N2AO,>65 years old,Female, At home
3528,g5N2AO,>65 years old,Female, On the go
3529,g5N2AO,>65 years old,Female, At a cafe
3530,eBx4zJ,25-34 years old,Female, At home
3531,VZ1gxN,35-44 years old,Male, At home
3532,VZ1gxN,35-44 years old,Male, At the office
3533,EPb9Y2,25-34 years old,Male, At home
3534,EPb9Y2,25-34 years old,Male, At a cafe
3535,XeBX9e,>65 years old,Female, At home
3536,XeBX9e,>65 years old,Female, At the office
3537,XeBX9e,>65 years old,Female, On the go
3538,oAVWQN,35-44 years old,Male, At home
3539,oAVWQN,35-44 years old,Male, At the office
3540,oAVWQN,35-44 years old,Male, On the go
3541,oAVWQN,35-44 years old,Male, At a cafe
3542,6dQoVo,25-34 years old,Male, At home
3543,6dQoVo,25-34 years old,Male, At the office
3544,6dQoVo,25-34 years old,Male, On the go
3545,6dQoVo,25-34 years old,Male, At a cafe
3546,vNxkK8,>65 years old,Male, At home
3547,NABzGb,18-24 years old,Male, At home
3548,NABzGb,18-24 years old,Male, At a cafe
3549,EPb9El,25-34 years old,Female, At a cafe
3550,pLPgv1,25-34 years old,Male, At home
3551,pLPgv1,25-34 years old,Male, At the office
3552,pLPgv1,25-34 years old,Male, At a cafe
3553,24x2lM,25-34 years old,Female, At home
3554,OABRKR,25-34 years old,Male, At home
3555,OABRKR,25-34 years old,Male, At a cafe
3556,24xpWb,18-24 years old,Male, At home
3557,24xpWb,18-24 years old,Male, At the office
3558,24xpWb,18-24 years old,Male, On the go
3559,lNlxeW,25-34 years old,Male, At home
3560,lNlxeW,25-34 years old,Male, At a cafe
3561,OAB6ER,35-44 years old,Male, At home
3562,OAB6ER,35-44 years old,Male, At the office
3563,OAB6ER,35-44 years old,Male, On the go
3564,OAB6ER,35-44 years old,Male, At a cafe
3565,DVvQbX,>65 years old,Male, At home
3566,jB9jR9,25-34 years old,Male, At home
3567,jB9jR9,25-34 years old,Male, At the office
3568,KMBbAX,25-34 years old,Non-binary, At home
3569,KMBbAX,25-34 years old,Non-binary, At a cafe
3570,rlr7bo,25-34 years old,Female, At home
3571,rlr7bo,25-34 years old,Female, At the office
3572,J2k7jK,>65 years old,Male, None of these
3573,ZdR0bB,25-34 years old,Male, At home
3574,ZdR0bB,25-34 years old,Male, At the office
3575,bl4P1Z,45-54 years old,Male, At home
3576,bl4Pag,35-44 years old,Male, At home
3577,bl4Pag,35-44 years old,Male, At the office
3578,1r28gg,25-34 years old,Male, At home
3579,1r28gg,25-34 years old,Male, At the office
3580,1r28gg,25-34 years old,Male, On the go
3581,1r28gg,25-34 years old,Male, At a cafe
3582,BGbNr5,25-34 years old,Male, At the office
3583,42NeXb,35-44 years old,Male, At home
3584,GrBWAZ,55-64 years old,Female, At home
3585,GrBWAZ,55-64 years old,Female, At the office
3586,xdNKWr,25-34 years old,Female, At home
3587,9dJVkQ,45-54 years old,Male, At home
3588,OABvZY,55-64 years old,Male, At home
3589,42NeJo,18-24 years old,Male, At home
3590,42NeJo,18-24 years old,Male, At the office
3591,42NeJo,18-24 years old,Male, At a cafe
3592,ylqV46,25-34 years old,Male, At home
3593,ylqV46,25-34 years old,Male, At a cafe
3594,pLP8oy,25-34 years old,Male, At home
3595,5dqW9v,18-24 years old,Male, At home
3596,ylqVl8,18-24 years old,Male, At home
3597,0EjNE9,25-34 years old,Female, At home
3598,kYRMEZ,35-44 years old,Male, At home
3599,8dp7Zk,25-34 years old,Male, At the office
3600,WApxEL,25-34 years old,Male, At home
3601,WApxEL,25-34 years old,Male, At the office
3602,EPbyLB,25-34 years old,Male, At home
3603,EPbyLB,25-34 years old,Male, At the office
3604,EPbyLB,25-34 years old,Male, On the go
3605,xdNOZv,45-54 years old,Male, At home
3606,xdNOZv,45-54 years old,Male, At the office
3607,24x02L,25-34 years old,Male, At home
3608,24x02L,25-34 years old,Male, At the office
3609,WApxeN,35-44 years old,Male, At home
3610,J2k5Vo,35-44 years old,Male, At home
3611,VZ129g,25-34 years old,Male, At home
3612,VZ129g,25-34 years old,Male, At a cafe
3613,NABGBl,25-34 years old,Female, At home
3614,NABGBl,25-34 years old,Female, At a cafe
3615,VZ12oJ,25-34 years old,Male, At home
3616,J2k5Md,25-34 years old,Female, At home
3617,EPbyvX,25-34 years old,Female, At the office
3618,EPbyvX,25-34 years old,Female, On the go
3619,oAVXgX,25-34 years old,Male, At home
3620,oAVXgX,25-34 years old,Male, At a cafe
3621,qbE0ek,25-34 years old,Male, At home
3622,g5NKXM,35-44 years old,Male, At home
3623,24xQRp,25-34 years old,Male, At home
3624,xdNO19,25-34 years old,Female, At home
3625,xdNO19,25-34 years old,Female, At the office
3626,xdNO19,25-34 years old,Female, On the go
3627,xdNO19,25-34 years old,Female, At a cafe
3628,zKQPLq,25-34 years old,Male, At home
3629,zKQPLq,25-34 years old,Male, At the office
3630,vNxoVX,35-44 years old,Male, At home
3631,24xQGe,18-24 years old,Male, At home
3632,24xQGe,18-24 years old,Male, At the office
3633,eBxkrJ,35-44 years old,Male, At home
3634,eBxkrJ,35-44 years old,Male, At the office
3635,rlrzbp,45-54 years old,Female, At home
3636,rlrzbp,45-54 years old,Female, At the office
3637,xdNOWd,25-34 years old,Male, At home
3638,xdNOWd,25-34 years old,Male, At the office
3639,xdNOWd,25-34 years old,Male, On the go
3640,xdNOWd,25-34 years old,Male, At a cafe
3641,qbE09g,25-34 years old,Male, At home
3642,qbE09g,25-34 years old,Male, At the office
3643,VZ12rM,25-34 years old,Male, At home
3644,VZ12rM,25-34 years old,Male, At the office
3645,GrB8jz,25-34 years old,Female, At home
3646,pLPlbq,25-34 years old,Male, At home
3647,pLPlbq,25-34 years old,Male, At the office
3648,24xM8L,35-44 years old,Female, At home
3649,QABP67,45-54 years old,Male, At home
3650,QABP67,45-54 years old,Male, At the office
3651,QABP67,45-54 years old,Male, On the go
3652,QABP67,45-54 years old,Male, At a cafe
3653,6dQaoJ,25-34 years old,Prefer not to say, At home
3654,6dQaoJ,25-34 years old,Prefer not to say, On the go
3655,6dQaoJ,25-34 years old,Prefer not to say, At a cafe
3656,PABVZx,18-24 years old,Male, At home
3657,PABVZx,18-24 years old,Male, At the office
3658,PABVZx,18-24 years old,Male, On the go
3659,PABVZx,18-24 years old,Male, At a cafe
3660,OABWXK,45-54 years old,Female, At home
3661,ylqWYp,35-44 years old,Male, At home
3662,VZ1kGv,25-34 years old,Male, At home
3663,bl40qo,18-24 years old,Female, None of these
3664,NABelG,25-34 years old,Female, At home
3665,5dqy9M,35-44 years old,Non-binary, At home
3666,5dqy9M,35-44 years old,Non-binary, At the office
3667,5dqy9M,35-44 years old,Non-binary, At a cafe
3668,kYRVEJ,25-34 years old,Male, At home
3669,kYRVEJ,25-34 years old,Male, At a cafe
3670,Alb1GN,55-64 years old,Female, At home
3671,rlrxo5,25-34 years old,Male, At a cafe
3672,OABW5A,35-44 years old,Female, At home
3673,OABW5A,35-44 years old,Female, At the office
3674,zKQPpR,35-44 years old,Female, At home
3675,zKQPpR,35-44 years old,Female, At a cafe
3676,WApvYR,25-34 years old,Male, At home
3677,WApvYR,25-34 years old,Male, At the office
3678,WApvYR,25-34 years old,Male, At a cafe
3679,xdNOlo,35-44 years old,Female, At home
3680,NABe7W,35-44 years old,Female, At home
3681,NABe7W,35-44 years old,Female, At the office
3682,NABe7W,35-44 years old,Female, On the go
3683,NABe7W,35-44 years old,Female, At a cafe
3684,aBr8zB,25-34 years old,Male, At home
3685,aBr8zB,25-34 years old,Male, At the office
3686,MAd98k,25-34 years old,Male, At home
3687,MAd98k,25-34 years old,Male, At the office
3688,MAd98k,25-34 years old,Male, On the go
3689,MAd98k,25-34 years old,Male, At a cafe
3690,xdNel5,25-34 years old,Male, At home
3691,xdNel5,25-34 years old,Male, At the office
3692,xdNe6r,18-24 years old,Female, At a cafe
3693,42NgdO,25-34 years old,Male, At home
3694,42NgdO,25-34 years old,Male, At the office
3695,42NgdO,25-34 years old,Male, At a cafe
3696,5dqyVo,25-34 years old,Male, At home
3697,QAB6JY,35-44 years old,Male, At home
3698,DVvlbq,18-24 years old,Female, At home
3699,DVvlbq,18-24 years old,Female, At the office
3700,DVvlbq,18-24 years old,Female, At a cafe
3701,qbE2M2,25-34 years old,Male, At home
3702,qbE2M2,25-34 years old,Male, At a cafe
3703,5dqyoM,25-34 years old,Female, At a cafe
3704,5dqyoM,25-34 years old,Female, None of these
3705,24xMzp,25-34 years old,Male, At home
3706,24xMzp,25-34 years old,Male, At the office
3707,24xMzp,25-34 years old,Male, At a cafe
3708,42NgEk,25-34 years old,Male, At home
3709,42NgEk,25-34 years old,Male, At the office
3710,RzB7Qp,18-24 years old,Male, At home
3711,RzB7Qp,18-24 years old,Male, At the office
3712,GrB2GQ,55-64 years old,Male, At home
3713,MAd9WE,35-44 years old,Male, At home
3714,oAV4YX,35-44 years old,Male, At home
3715,oAV4YX,35-44 years old,Male, At a cafe
3716,g5NRxN,25-34 years old,Non-binary, At home
3717,g5NRxN,25-34 years old,Non-binary, At a cafe
3718,42NgM5,35-44 years old,Male, At home
3719,42NgM5,35-44 years old,Male, At a cafe
3720,lNlPqW,25-34 years old,Female, At home
3721,lNlPqW,25-34 years old,Female, At a cafe
3722,aBr8JE,25-34 years old,Non-binary, At home
3723,42Ne8r,25-34 years old,Male, At home
3724,42Ne8r,25-34 years old,Male, At a cafe
3725,XeBK0d,55-64 years old,Male, At home
3726,ZdRpqV,55-64 years old,Male, At home
3727,ZdRpqV,55-64 years old,Male, At the office
3728,24xM5V,25-34 years old,Male, At home
3729,24xM5V,25-34 years old,Male, On the go
3730,24xM5V,25-34 years old,Male, At a cafe
3731,9dJzzE,35-44 years old,Female, At home
3732,dY258K,25-34 years old,Male, At home
3733,dY258K,25-34 years old,Male, At the office
3734,YZzEjJ,35-44 years old,Male, At home
3735,PABMpV,18-24 years old,Male, At home
3736,xdNkX5,25-34 years old,Female, At home
3737,LdMA7v,25-34 years old,Male, At home
3738,LdMA7v,25-34 years old,Male, At the office
3739,XeBKZP,35-44 years old,Female, At home
3740,XeBKZP,35-44 years old,Female, At the office
3741,XeBKZP,35-44 years old,Female, On the go
3742,jB9dPx,>65 years old,Male, At home
3743,42NWaY,35-44 years old,Male, At home
3744,42NWaY,35-44 years old,Male, At the office
3745,42NWaY,35-44 years old,Male, At a cafe
3746,KMBq7X,18-24 years old,Male, At the office
3747,oAVry1,25-34 years old,Male, At home
3748,QABgJk,25-34 years old,Male, At home
3749,QABgJk,25-34 years old,Male, At the office
3750,DVvl6p,25-34 years old,Male, At home
3751,8dpveY,35-44 years old,Male, At home
3752,DVvrvp,25-34 years old,Female, At home
3753,DVvrvp,25-34 years old,Female, On the go
3754,ylqKZX,25-34 years old,Male, At home
3755,VZ1RYl,18-24 years old,Male, At home
3756,VZ1RYl,18-24 years old,Male, At the office
3757,VZ1RYl,18-24 years old,Male, At a cafe
3758,rlrNpR,25-34 years old,Male, At home
3759,vNx710,25-34 years old,Female, At the office
3760,DVvrMl,25-34 years old,Male, At home
3761,DVvrMl,25-34 years old,Male, At the office
3762,bl4B20,35-44 years old,Female, At home
3763,WApGZk,18-24 years old,Male, At home
3764,WApGZk,18-24 years old,Male, At the office
3765,WApGZk,18-24 years old,Male, On the go
3766,WApGZk,18-24 years old,Male, At a cafe
3767,7d9BgZ,35-44 years old,Male, At home
3768,7d9BgZ,35-44 years old,Male, At the office
3769,7d9BgZ,35-44 years old,Male, On the go
3770,PABaYx,35-44 years old,Male, At home
3771,PABaYx,35-44 years old,Male, At the office
3772,PABaYx,35-44 years old,Male, On the go
3773,PABaYx,35-44 years old,Male, At a cafe
3774,GrBNyk,35-44 years old,Male, At home
3775,GrBNyk,35-44 years old,Male, At the office
3776,GrBNyk,35-44 years old,Male, On the go
3777,GrBNyk,35-44 years old,Male, At a cafe
3778,vNx7pD,18-24 years old,Male, At home
3779,24xqzL,45-54 years old,Male, At home
3780,24xqzL,45-54 years old,Male, At the office
3781,24xqzL,45-54 years old,Male, On the go
3782,jB9O5J,25-34 years old,Male, At home
3783,jB9O5J,25-34 years old,Male, At the office
3784,aBrbpq,25-34 years old,Female, At home
3785,aBrbpq,25-34 years old,Female, At the office
3786,rlrx85,25-34 years old,Female, At home
3787,eBxdOE,25-34 years old,Male, At home
3788,eBxdOE,25-34 years old,Male, At the office
3789,eBxdOE,25-34 years old,Male, At a cafe
3790,BGbO2e,18-24 years old,Non-binary, At home
3791,NABKaW,35-44 years old,Male, At home
3792,NABKaW,35-44 years old,Male, At the office
3793,g5NyOD,45-54 years old,Female, At home
3794,ylqKLW,45-54 years old,Male, At home
3795,ylqKLW,45-54 years old,Male, At a cafe
3796,ylqK54,18-24 years old,Male, At home
3797,ylqK54,18-24 years old,Male, At the office
3798,ZdR4pA,25-34 years old,Male, At home
3799,ZdR4pA,25-34 years old,Male, At a cafe
3800,jB9dOY,25-34 years old,Non-binary, At home
3801,1r2ZLO,25-34 years old,Male, At home
3802,1r2ZLO,25-34 years old,Male, At the office
3803,qbYZaO,25-34 years old,Male, At home
3804,AlboEW,25-34 years old,Male, At home
3805,AlboEW,25-34 years old,Male, At the office
3806,BGL4dR,25-34 years old,Female, At home
3807,jB0DlJ,25-34 years old,Male, At the office
3808,eBNZDx,35-44 years old,Female, At home
3809,J2VKAR,18-24 years old,Male, At home
3810,jB0DQ4,35-44 years old,Male, On the go
3811,0Ebr79,35-44 years old,Male, At home
3812,0Ebr79,35-44 years old,Male, At the office
3813,qbYZR9,35-44 years old,Male, At home
3814,qbYZR9,35-44 years old,Male, At the office
3815,qbYZR9,35-44 years old,Male, On the go
3816,qbYZR9,35-44 years old,Male, At a cafe
3817,yl0ZDB,35-44 years old,Male, At home
3818,xd0xPo,25-34 years old,Male, At home
3819,XeRlWY,25-34 years old,Female, At home
3820,XeRlWY,25-34 years old,Female, At a cafe
3821,eBNZA0,25-34 years old,Non-binary, At home
3822,aBjN4X,>65 years old,Male, At the office
3823,VZ9EVv,25-34 years old,Female, At home
3824,VZ9EVv,25-34 years old,Female, At the office
3825,VZ9EVv,25-34 years old,Female, On the go
3826,yl0Zep,25-34 years old,Male, At home
3827,yl0Zep,25-34 years old,Male, At a cafe
3828,WAe90j,35-44 years old,Male, At home
3829,dYZqdK,45-54 years old,Female, At home
3830,eBNZzJ,25-34 years old,Male, At home
3831,J2VKGX,25-34 years old,Male, At home
3832,J2VKGX,25-34 years old,Male, At the office
3833,J2VKGX,25-34 years old,Male, At a cafe
3834,PABaAP,25-34 years old,Female, At home
3835,PABaAP,25-34 years old,Female, At the office
3836,YZoDgv,45-54 years old,Male, At home
3837,ZdG5yV,25-34 years old,Male, At home
3838,ZdG5yV,25-34 years old,Male, At the office
3839,ZdG5yV,25-34 years old,Male, At a cafe
3840,QAx2qG,25-34 years old,Female, At home
3841,bl2Vy6,35-44 years old,Male, At home
3842,Grovo2,18-24 years old,Female, At home
3843,0Ebry9,25-34 years old,Male, At home
3844,PA2jNB,25-34 years old,Non-binary, At home
3845,PA2jNB,25-34 years old,Non-binary, At a cafe
3846,VZ9Eyj,>65 years old,Female, At home
3847,WAe9GJ,25-34 years old,Male, At home
3848,WAe9GJ,25-34 years old,Male, At the office
3849,eBNZdq,45-54 years old,Female, At the office
3850,BGL4r5,35-44 years old,Female, At home
3851,BGL4r5,35-44 years old,Female, On the go
3852,BGL4r5,35-44 years old,Female, At a cafe
