,medalist_name,medal,country_medal,date_of_birth,place_of_birth,lat,lon,sex_or_gender,event_name,event_part_of_sport
1239,Romane Dicko,bronze,France,1999-09-30,Clamart,48.80083333,2.261944444,female,judo women's +78 kg,judo
1240,Shirine Boukli,gold,France,1999-01-24,Aramon,43.89111111,4.680833333,female,judo mixed team event,judo
1241,Joan-Benjamin Gaba,gold,France,2001-01-07,Sèvres,48.82305556,2.210833333,male,judo mixed team event,judo
1242,Amandine Buchard,gold,France,1995-07-12,Noisy-le-Sec,48.89083333,2.453611111,female,judo mixed team event,judo
1243,Walide Khyar,gold,France,1995-06-09,Bondy,48.90277778,2.483611111,male,judo mixed team event,judo
1244,Sarah-Léonie Cysique,gold,France,1998-07-06,Sarcelles,48.99722222,2.378055556,female,judo mixed team event,judo
1245,Luka Mkheidze,gold,France,1996-01-05,Tbilisi,41.7225,44.7925,male,judo mixed team event,judo
1246,Clarisse Agbegnenou,gold,France,1992-10-25,Rennes,48.11416667,-1.680833333,female,judo mixed team event,judo
1247,Alpha Oumar Djalo,gold,France,1996-09-05,Paris,48.85666667,2.352222222,male,judo mixed team event,judo
1248,Marie-Ève Gahié,gold,France,1996-11-27,Paris,48.85666667,2.352222222,female,judo mixed team event,judo
1249,Maxime-Gaël Ngayap Hambou,gold,France,2001-06-22,Clichy,48.90361111,2.305555556,male,judo mixed team event,judo
1250,Romane Dicko,gold,France,1999-09-30,Clamart,48.80083333,2.261944444,female,judo mixed team event,judo
1251,Aurélien Diesse,gold,France,1997-10-16,Bondy,48.90277778,2.483611111,male,judo mixed team event,judo
1252,Madeleine Malonga,gold,France,1993-12-25,Soisy-sous-Montmorency,48.98777778,2.299722222,female,judo mixed team event,judo
1253,Teddy Riner,gold,France,1989-04-07,Les Abymes,16.27055556,-61.50472222,male,judo mixed team event,judo
1254,Abe Uta,silver,Japan,2000-07-14,Kobe,34.69016667,135.1954444,female,judo mixed team event,judo
1255,Hifumi Abe,silver,Japan,1997-08-09,Kobe,34.69016667,135.1954444,male,judo mixed team event,judo
1256,Haruka Funakubo,silver,Japan,1998-10-10,Fujiyoshida,35.48752778,138.80775,female,judo mixed team event,judo
1257,Soichi Hashimoto,silver,Japan,1999-08-23,Shizuoka Prefecture,34.97694444,138.383,male,judo mixed team event,judo
1258,Natsumi Tsunoda,silver,Japan,1992-08-06,Yachiyo,35.72241667,140.0998889,female,judo mixed team event,judo
1259,Ryuju Nagayama,silver,Japan,1996-04-15,Bibai,43.33294444,141.8537778,male,judo mixed team event,judo
1260,Saki Niizoe,silver,Japan,1996-07-04,Unknown,,,female,judo mixed team event,judo
1261,Sanshiro Murao,silver,Japan,2000-08-28,United States of America,39.828175,-98.5795,male,judo mixed team event,judo
1262,Miku Takaichi,silver,Japan,1994-04-07,Hachioji,35.66644444,139.316,female,judo mixed team event,judo
1263,Takanori Nagase,silver,Japan,1993-10-14,Nagasaki,32.74952778,129.8796389,male,judo mixed team event,judo
1264,Aaron Wolf,silver,Japan,1996-02-25,Tokyo,35.683889,139.774444,male,judo mixed team event,judo
1265,Rika Takayama,silver,Japan,1994-08-27,Unknown,,,female,judo mixed team event,judo
1266,Akira Sone,silver,Japan,2000-07-09,Kurume,33.31925,130.5083333,female,judo mixed team event,judo
1267,Tatsuru Saito,silver,Japan,2002-03-08,Osaka,34.69375,135.5021111,male,judo mixed team event,judo
1268,Daniel Cargnin,bronze,Brazil,1997-12-20,Porto Alegre,-30.03277778,-51.23,male,judo mixed team event,judo
1269,Leonardo Gonçalves,bronze,Brazil,1996-03-01,Iguape,-24.70805556,-47.55527778,male,judo mixed team event,judo
1270,Willian Lima,bronze,Brazil,2000-01-31,Mogi das Cruzes,-23.52277778,-46.19305556,male,judo mixed team event,judo
1271,Rafael Macedo,bronze,Brazil,1994-09-15,São José dos Campos,-23.17888889,-45.88694444,male,judo mixed team event,judo
1272,Guilherme Schimidt,bronze,Brazil,2000-11-06,Brasília,-15.79388889,-47.88277778,male,judo mixed team event,judo
1273,Rafael Silva,bronze,Brazil,1987-05-11,Aquidauana,-20.47083333,-55.78694444,male,judo mixed team event,judo
1274,Larissa Pimenta,bronze,Brazil,1999-03-01,São Vicente,-23.9664177,-46.3861401,female,judo mixed team event,judo
1275,Ketleyn Quadros,bronze,Brazil,1987-10-01,Ceilândia,-15.81916667,-48.10833333,female,judo mixed team event,judo
1276,Rafaela Silva,bronze,Brazil,1992-04-24,Rio de Janeiro,-22.91111111,-43.20555556,female,judo mixed team event,judo
1277,Beatriz Souza,bronze,Brazil,1998-05-20,Itariri,-24.2888,-47.13325,female,judo mixed team event,judo
1278,Lee Hye-kyeong,bronze,South Korea,1996-01-12,Unknown,,,female,judo mixed team event,judo
1279,Kim Won-jin,bronze,South Korea,1992-05-01,South Korea,36.0,128.0,male,judo mixed team event,judo
1280,Jung Ye-rin,bronze,South Korea,1996-07-15,Unknown,,,female,judo mixed team event,judo
1281,An Ba-ul,bronze,South Korea,1994-03-25,Seoul,37.56,126.99,male,judo mixed team event,judo
1282,Huh Mimi,bronze,South Korea,2002-12-19,Edogawa-ku,35.70663889,139.8682778,female,judo mixed team event,judo
1283,Kim Ji-su,bronze,South Korea,2000-12-12,Himeji,34.81516667,134.6853889,female,judo mixed team event,judo
1284,Lee Joon-hwan,bronze,South Korea,2002-06-19,Gumi,36.21,128.3544444,male,judo mixed team event,judo
1285,Han Ju-Yeop,bronze,South Korea,1999-04-21,Cheorwon County,38.209167,127.2175,male,judo mixed team event,judo
1286,Yoon Hyun-ji,bronze,South Korea,1994-02-14,Unknown,,,female,judo mixed team event,judo
1287,Kim Ha-yun,bronze,South Korea,2000-01-07,Busan,35.18,129.075,female,judo mixed team event,judo
1288,Kim Min-jong,bronze,South Korea,2000-09-01,Seoul,37.56,126.99,male,judo mixed team event,judo
1289,Ahmed El-Gendy,gold,Egypt,2000-03-01,Cairo,30.04444444,31.23583333,male,modern pentathlon men's,modern pentathlon
1290,Michelle Gulyás,gold,Hungary,2000-10-24,London,51.50722222,-0.1275,female,modern pentathlon women's,modern pentathlon
1291,Élodie Clouvel,silver,France,1989-01-14,Saint-Priest-en-Jarez,45.47416667,4.378055556,female,modern pentathlon women's,modern pentathlon
1292,Seong Seung-min,bronze,South Korea,2003-05-13,Daegu,35.87166667,128.6016667,female,modern pentathlon women's,modern pentathlon
1293,Oliver Zeidler,gold,Germany,1996-07-24,Dachau,48.26027778,11.43416667,male,rowing men's single sculls,rowing
1294,Yauheni Zalaty,silver,Unknown,1999-09-09,Krasnapollie,53.33333333,31.40222222,male,rowing men's single sculls,rowing
1295,Simon van Dorp,bronze,Netherlands,1997-04-10,Amsterdam,52.37277778,4.893611111,male,rowing men's single sculls,rowing
1296,Andrei-Sebastian Cornea,gold,Romania,1999-11-10,Vatra Dornei,47.35,25.36666667,male,rowing men's double sculls,rowing
1297,Marian Enache,gold,Romania,1995-08-05,Târgu Cărbunești,44.95833333,23.50638889,male,rowing men's double sculls,rowing
1298,Melvin Twellaar,silver,Netherlands,1996-12-23,Den Horn,53.2275,6.446667,male,rowing men's double sculls,rowing
1299,Stef Broenink,silver,Netherlands,1990-09-19,Gouda,52.01667,4.70833,male,rowing men's double sculls,rowing
1300,Daire Lynch,bronze,Republic of Ireland,1998-06-19,Clonmel,52.3539,-7.7116,male,rowing men's double sculls,rowing
1301,Philip Doyle,bronze,Republic of Ireland,1992-09-17,Lisburn,54.51666667,-6.033333333,male,rowing men's double sculls,rowing
1302,Lennart van Lierop,gold,Netherlands,1994-05-20,The Hague,52.08,4.31,male,rowing men's quadruple sculls,rowing
1303,Finn Florijn,gold,Netherlands,1999-11-29,Leiden,52.16,4.49,male,rowing men's quadruple sculls,rowing
1304,Tone Wieten,gold,Netherlands,1994-03-17,Amsterdam,52.37277778,4.893611111,male,rowing men's quadruple sculls,rowing
1305,Koen Metsemakers,gold,Netherlands,1992-04-30,Hasselt,52.59083333,6.091111111,male,rowing men's quadruple sculls,rowing
1306,Luca Chiumento,silver,Italy,1997-11-19,Padua,45.40638889,11.87777778,male,rowing men's quadruple sculls,rowing
1307,Luca Rambaldi,silver,Italy,1994-12-09,Ferrara,44.835297,11.619865,male,rowing men's quadruple sculls,rowing
1308,Giacomo Gentili,silver,Italy,1997-07-03,Cremona,45.13333333,10.02472222,male,rowing men's quadruple sculls,rowing
1309,Andrea Panizza,silver,Italy,1998-07-14,Lecco,45.85334,9.39048,male,rowing men's quadruple sculls,rowing
1310,Fabian Barański,bronze,Poland,1999-05-27,Włocławek,52.65,19.05,male,rowing men's quadruple sculls,rowing
1311,Mateusz Biskup,bronze,Poland,1994-02-08,Gdańsk,54.3482907,18.6540233,male,rowing men's quadruple sculls,rowing
1312,Dominik Czaja,bronze,Poland,1995-08-12,Kraków,50.06138889,19.93722222,male,rowing men's quadruple sculls,rowing
1313,Martin Sinković,gold,Croatia,1989-11-10,Zagreb,45.81305556,15.97722222,male,rowing men's pair,rowing
1314,Valent Sinković,gold,Croatia,1988-08-02,Zagreb,45.81305556,15.97722222,male,rowing men's pair,rowing
1315,Oliver Wynne-Griffith,silver,United Kingdom,1994-05-29,Guildford,51.2354,-0.5746,male,rowing men's pair,rowing
1316,Thomas George,silver,United Kingdom,1994-09-22,Cheltenham,51.89651944,-2.078427778,male,rowing men's pair,rowing
1317,Roman Röösli,bronze,Switzerland,1993-09-22,Neuenkirch,47.09972222,8.2025,male,rowing men's pair,rowing
1318,Andrin Gulich,bronze,Switzerland,1999-03-09,United States of America,39.828175,-98.5795,male,rowing men's pair,rowing
1319,Nicholas Mead,gold,United States of America,1995-03-12,Strafford,40.05083333,-75.40444444,male,rowing men's four,rowing
1320,Justin Best,gold,United States of America,1997-08-17,Kennett Square,39.8442,-75.7106,male,rowing men's four,rowing
1321,Michael Grady,gold,United States of America,1996-10-22,Pittsburgh,40.44166667,-80.0,male,rowing men's four,rowing
1322,Liam Corrigan,gold,United States of America,1997-09-11,Old Lyme,41.31722222,-72.30305556,male,rowing men's four,rowing
1323,Logan Ullrich,silver,New Zealand,2000-08-20,Unknown,,,male,rowing men's four,rowing
1324,Tom Murray,silver,New Zealand,1994-04-05,Blenheim,-41.51666667,173.95,male,rowing men's four,rowing
1325,Matt Macdonald,silver,New Zealand,1999-03-15,Auckland,-36.84916667,174.7652778,male,rowing men's four,rowing
1326,Oliver Wilkes,bronze,United Kingdom,1995-07-14,Beverley,53.845,-0.427,male,rowing men's four,rowing
1327,David Ambler,bronze,United Kingdom,1997-12-04,London,51.50722222,-0.1275,male,rowing men's four,rowing
1328,Matthew Aldridge,bronze,United Kingdom,1996-03-11,Poole,50.71666667,-1.983333333,male,rowing men's four,rowing
1329,Freddie Davidson,bronze,United Kingdom,1998-05-26,Unknown,,,male,rowing men's four,rowing
1330,Morgan Bolding,gold,United Kingdom,1995-05-13,Withiel,50.454,-4.826,male,rowing men's eight,rowing
1331,Sholto Carnegie,gold,United Kingdom,1995-02-28,London,51.50722222,-0.1275,male,rowing men's eight,rowing
1332,Rory Gibbs,gold,United Kingdom,1994-04-03,Nicosia,35.1725,33.365,male,rowing men's eight,rowing
1333,Thomas Ford,gold,United Kingdom,1992-10-03,Holmes Chapel,53.204,-2.353,male,rowing men's eight,rowing
1334,Jacob Dawson,gold,United Kingdom,1993-11-02,Gosport,50.79508889,-1.124236111,male,rowing men's eight,rowing
1335,Charles Elwes,gold,United Kingdom,1997-07-15,Randburg,-26.09361111,28.00638889,male,rowing men's eight,rowing
1336,Thomas Digby,gold,United Kingdom,1998-07-23,Unknown,,,male,rowing men's eight,rowing
1337,James Rudkin,gold,United Kingdom,1994-07-07,Northampton,52.23333333,-0.9,male,rowing men's eight,rowing
1338,Harry Brightmore,gold,United Kingdom,1994-07-01,Chester,53.2,-2.883333333,male,rowing men's eight,rowing
1339,Sander de Graaf,silver,Netherlands,1995-06-13,Made,51.6764,4.7925,male,rowing men's eight,rowing
1340,Ruben Knab,silver,Netherlands,1988-02-19,Ede,52.0436,5.6667,male,rowing men's eight,rowing
1341,Gert-Jan van Doorn,silver,Netherlands,1999-02-03,Leiderdorp,52.16166667,4.528333333,male,rowing men's eight,rowing
1342,Jan van der Bij,silver,Netherlands,1991-09-25,Drachten,53.1,6.1,male,rowing men's eight,rowing
1343,Mick Makker,silver,Netherlands,1993-02-05,Blaricum,52.2728,5.2422,male,rowing men's eight,rowing
1344,Dieuwke Fetter,silver,Netherlands,1991-01-26,Amsterdam,52.37277778,4.893611111,female,rowing men's eight,rowing
1345,Nicholas Rusher,bronze,United States of America,1999-06-10,Glenview,42.07944444,-87.81555556,male,rowing men's eight,rowing
1346,Clark Dean,bronze,United States of America,2000-02-03,Sarasota,27.33722222,-82.53527778,male,rowing men's eight,rowing
1347,Rielly Milne,bronze,United States of America,1996-01-01,Woodinville,47.7525,-122.156,male,rowing men's eight,rowing
1348,Fintan McCarthy,gold,Republic of Ireland,1996-11-23,Skibbereen,51.5486,-9.2636,male,rowing men's lightweight double sculls,rowing
1349,Paul O'Donovan,gold,Republic of Ireland,1994-04-19,Lisheen,51.738001,-9.40327,male,rowing men's lightweight double sculls,rowing
1350,Stefano Oppo,silver,Italy,1994-09-12,Oristano,39.9058188,8.591609,male,rowing men's lightweight double sculls,rowing
1351,Gabriel Soares,silver,Italy,1997-01-22,Brazil,-14.0,-53.0,male,rowing men's lightweight double sculls,rowing
1352,Petros Gkaidatzis,bronze,Greece,2000-11-25,Thessaloniki,40.64027778,22.93555556,male,rowing men's lightweight double sculls,rowing
1353,Antonios Papakonstantinou,bronze,Greece,1999-03-18,Unknown,,,male,rowing men's lightweight double sculls,rowing
1354,Karolien Florijn,gold,Netherlands,1998-04-06,Leiden,52.16,4.49,female,rowing women's single sculls,rowing
1355,Emma Twigg,silver,New Zealand,1987-03-01,Napier,-39.49027778,176.9177778,female,rowing women's single sculls,rowing
1356,Viktorija Senkutė,bronze,Lithuania,1996-04-12,Trakai,54.63333333,24.93333333,female,rowing women's single sculls,rowing
1357,Brooke Donoghue,gold,New Zealand,1995-01-06,Hamilton,-37.78333333,175.2833333,female,rowing women's double sculls,rowing
1358,Lucy Spoors,gold,New Zealand,1990-12-24,Christchurch,-43.53088889,172.6365,female,rowing women's double sculls,rowing
1359,Ancuța Bodnar,silver,Romania,1998-09-25,Vatra Moldoviței,47.626136,25.512597,female,rowing women's double sculls,rowing
1360,Simona Radiș,silver,Romania,1999-04-05,Botoșani,47.74861111,26.66944444,female,rowing women's double sculls,rowing
1361,Mathilda Hodgkins-Byrne,bronze,United Kingdom,1994-10-01,Westminster,51.4995,-0.1333,female,rowing women's double sculls,rowing
1362,Becky Wilde,bronze,United Kingdom,1997-12-31,Taunton,51.01916667,-3.1,female,rowing women's double sculls,rowing
1363,Lauren Henry,gold,United Kingdom,2001-12-21,Coventry,52.41666667,-1.516666667,female,rowing women's quadruple sculls,rowing
1364,Hannah Scott,gold,United Kingdom,1999-06-18,Coleraine,55.133,-6.661,female,rowing women's quadruple sculls,rowing
1365,Lola Anderson,gold,United Kingdom,1998-04-16,Unknown,,,female,rowing women's quadruple sculls,rowing
1366,Georgina Brayshaw,gold,United Kingdom,1993-10-14,Leeds,53.7975,-1.543611111,female,rowing women's quadruple sculls,rowing
1367,Laila Youssifou,silver,Netherlands,1996-01-02,Amsterdam,52.37277778,4.893611111,female,rowing women's quadruple sculls,rowing
1368,Bente Paulis,silver,Netherlands,1997-02-14,Leiderdorp,52.16166667,4.528333333,female,rowing women's quadruple sculls,rowing
1369,Roos de Jong,silver,Netherlands,1993-08-23,Haarlem,52.38027778,4.640555556,female,rowing women's quadruple sculls,rowing
1370,Tessa Dullemans,silver,Netherlands,1997-07-02,Rotterdam,51.92,4.48,female,rowing women's quadruple sculls,rowing
1371,Leonie Menzel,bronze,Germany,1999-05-19,Mettmann,51.25,6.966666667,female,rowing women's quadruple sculls,rowing
1372,Ymkje Clevering,gold,Netherlands,1995-07-17,Haulerwijk,53.0653,6.3314,female,rowing women's pair,rowing
1373,Veronique Meester,gold,Netherlands,1995-04-07,Amsterdam,52.37277778,4.893611111,female,rowing women's pair,rowing
1374,Ioana Vrinceanu,silver,Romania,1994-03-07,Târgu Mureș,46.54972222,24.55972222,female,rowing women's pair,rowing
1375,Roxana-Iuliana Anghel,silver,Romania,1998-01-01,Câmpulung Moldovenesc,47.53083333,25.55138889,female,rowing women's pair,rowing
1376,Jessica Morrison,bronze,Australia,1992-05-18,Fitzroy,-37.8011,144.979,female,rowing women's pair,rowing
1377,Annabelle McIntyre,bronze,Australia,1996-09-12,Western Australia,-26.0,121.0,female,rowing women's pair,rowing
1378,Marloes Oldenburg,gold,Netherlands,1988-03-09,The Hague,52.08,4.31,female,rowing women's four,rowing
1379,Hermijntje Drenth,gold,Netherlands,1994-07-19,Arnhem,51.98333333,5.916666667,female,rowing women's four,rowing
1380,Tinka Offereins,gold,Netherlands,1993-10-05,Amstelveen,52.30194444,4.858055556,female,rowing women's four,rowing
1381,Benthe Boonstra,gold,Netherlands,2000-11-20,Bemmel,51.89166667,5.895833333,female,rowing women's four,rowing
1382,Helen Glover,silver,United Kingdom,1986-06-17,Truro,50.26,-5.051,female,rowing women's four,rowing
1383,Esme Booth,silver,United Kingdom,1998-12-23,Stratford-upon-Avon,52.19277778,-1.706388889,female,rowing women's four,rowing
1384,Samantha Redgrave,silver,United Kingdom,1994-08-18,Newcastle upon Tyne,54.97777778,-1.613333333,female,rowing women's four,rowing
1385,Rebecca Shorten,silver,United Kingdom,1993-11-25,Belfast,54.59638889,-5.93,female,rowing women's four,rowing
1386,Jackie Gowler,bronze,New Zealand,1996-06-07,Raetihi,-39.4274,175.282,female,rowing women's four,rowing
1387,Phoebe Spoors,bronze,New Zealand,1993-08-11,Christchurch,-43.53088889,172.6365,female,rowing women's four,rowing
1388,Davina Waddy,bronze,New Zealand,1996-08-16,Christchurch,-43.53088889,172.6365,female,rowing women's four,rowing
1389,Kerri Gowler,bronze,New Zealand,1993-12-18,Whanganui,-39.9325,175.0519444,female,rowing women's four,rowing
1390,Adriana Ailincăi,gold,Romania,1999-04-11,Văleni,46.742898,27.746015,female,rowing women's eight,rowing
1391,Roxana-Iuliana Anghel,gold,Romania,1998-01-01,Câmpulung Moldovenesc,47.53083333,25.55138889,female,rowing women's eight,rowing
1392,Amalia Bereș,gold,Romania,1997-06-18,Pașcani,47.25194444,26.72305556,female,rowing women's eight,rowing
1393,Ancuța Bodnar,gold,Romania,1998-09-25,Vatra Moldoviței,47.626136,25.512597,female,rowing women's eight,rowing
